"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex..Lifetime.Benefit","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","usage","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","Type","weighted_sum"
"1465","09602-SIOUX FALLS","SD","US","3801 W 34TH ST STE 103, SIOUX FALLS, SD, 57106",0.088,11.3,1185300,"2192266.528","0.15","20024.26177","462260.6654",215,-64319.04716,236369.709,NA,NA,NA,906.25,"Solar",281.202206896552
"1466","01580-LEXINGTON PARK","MD","US","45045 WORTH AVE, CALIFORNIA, MD, 20619",0.088,11.2,936900,"1743924.934","0.15","16714.43275","385859.3893",175,-45171.45842,197303.12,NA,NA,NA,713.75,"Solar",229.712784588441
"1467","01065 - RICHMOND (OPEN 10/21/2","KY","US","2025 LANTERN RIDGE DR, RICHMOND, KY, 40475",0.088,11.3,1476900,"2737307.405","0.15","25294.2904","584314.4998",275,-77220.98113,298780.0144,NA,NA,NA,1126.25,"Solar",360.619311875694
"1468","09602-SIOUX FALLS","SD","US","3801 W 34TH ST STE 103, SIOUX FALLS, SD, 57106",0.088,11.3,1185300,"2192266.528","0.15","20024.26177","462260.6654",57.5,-64319.04716,236369.709,NA,NA,NA,906.25,"Battery",112.807862068966
"1469","01580-LEXINGTON PARK","MD","US","45045 WORTH AVE, CALIFORNIA, MD, 20619",0.088,11.2,936900,"1743924.934","0.15","16714.43275","385859.3893",47.5,-45171.45842,197303.12,NA,NA,NA,713.75,"Battery",93.5259194395797
"1470","01065 - RICHMOND (OPEN 10/21/2","KY","US","2025 LANTERN RIDGE DR, RICHMOND, KY, 40475",0.088,11.3,1476900,"2737307.405","0.15","25294.2904","584314.4998",72.5,-77220.98113,298780.0144,NA,NA,NA,1126.25,"Battery",142.608546059933
"1471","09602-SIOUX FALLS","SD","US","3801 W 34TH ST STE 103, SIOUX FALLS, SD, 57106",0.088,11.3,1185300,"2192266.528","0.15","20024.26177","462260.6654",55,-64319.04716,236369.709,NA,NA,NA,906.25,"CHP",359.67724137931
"1472","01580-LEXINGTON PARK","MD","US","45045 WORTH AVE, CALIFORNIA, MD, 20619",0.088,11.2,936900,"1743924.934","0.15","16714.43275","385859.3893",42.5,-45171.45842,197303.12,NA,NA,NA,713.75,"CHP",278.936952714536
"1473","01065 - RICHMOND (OPEN 10/21/2","KY","US","2025 LANTERN RIDGE DR, RICHMOND, KY, 40475",0.088,11.3,1476900,"2737307.405","0.15","25294.2904","584314.4998",67.5,-77220.98113,298780.0144,NA,NA,NA,1126.25,"CHP",442.578246392897
"1474","09602-SIOUX FALLS","SD","US","3801 W 34TH ST STE 103, SIOUX FALLS, SD, 57106",0.088,11.3,1185300,"2192266.528","0.15","20024.26177","462260.6654",55,-64319.04716,236369.709,NA,NA,NA,906.25,"Fuel_Cell",431.612689655172
"1475","01580-LEXINGTON PARK","MD","US","45045 WORTH AVE, CALIFORNIA, MD, 20619",0.088,11.2,936900,"1743924.934","0.15","16714.43275","385859.3893",42.5,-45171.45842,197303.12,NA,NA,NA,713.75,"Fuel_Cell",334.724343257443
"1476","01065 - RICHMOND (OPEN 10/21/2","KY","US","2025 LANTERN RIDGE DR, RICHMOND, KY, 40475",0.088,11.3,1476900,"2737307.405","0.15","25294.2904","584314.4998",67.5,-77220.98113,298780.0144,NA,NA,NA,1126.25,"Fuel_Cell",531.093895671476
"1477","09983-BEND","OR","US","63485 N HWY 97, BEND, OR, 97701",0.087,11.5,711450,"1341207.084","0.15","12244.43933","282523.7759",132.5,-25644.88644,144464.082,NA,NA,NA,542.5,"Solar",173.764285714286
"1478","06733-MSP - EDEN PRAIRIE","MN","US","8565 COLUMBINE RD, EDEN PRAIRIE, MN, 55344",0.087,11.4,869400,"1590070.376","0.15","14911.72824","345190.8151",160,-56342.5626,176507.8853,NA,NA,NA,663.75,"Solar",209.572881355932
"1479","02778-PHX - MESA/MCKELLIPS","AZ","US","6640 E MCKELLIPS RD, MESA, AZ, 85205",0.087,11.3,820800,"1487362.206","0.15","15153.30996","349386.0231",150,-60260.76719,178653.0388,NA,NA,NA,626.25,"Solar",196.59880239521
"1480","09983-BEND","OR","US","63485 N HWY 97, BEND, OR, 97701",0.087,11.5,711450,"1341207.084","0.15","12244.43933","282523.7759",35,-25644.88644,144464.082,NA,NA,NA,542.5,"Battery",68.85
"1481","06733-MSP - EDEN PRAIRIE","MN","US","8565 COLUMBINE RD, EDEN PRAIRIE, MN, 55344",0.087,11.4,869400,"1590070.376","0.15","14911.72824","345190.8151",42.5,-56342.5626,176507.8853,NA,NA,NA,663.75,"Battery",83.5016949152542
"1482","02778-PHX - MESA/MCKELLIPS","AZ","US","6640 E MCKELLIPS RD, MESA, AZ, 85205",0.087,11.3,820800,"1487362.206","0.15","15153.30996","349386.0231",42.5,-60260.76719,178653.0388,NA,NA,NA,626.25,"Battery",83.5544910179641
"1483","09983-BEND","OR","US","63485 N HWY 97, BEND, OR, 97701",0.087,11.5,711450,"1341207.084","0.15","12244.43933","282523.7759",32.5,-25644.88644,144464.082,NA,NA,NA,542.5,"CHP",213.107142857143
"1484","06733-MSP - EDEN PRAIRIE","MN","US","8565 COLUMBINE RD, EDEN PRAIRIE, MN, 55344",0.087,11.4,869400,"1590070.376","0.15","14911.72824","345190.8151",40,-56342.5626,176507.8853,NA,NA,NA,663.75,"CHP",261.966101694915
"1485","02778-PHX - MESA/MCKELLIPS","AZ","US","6640 E MCKELLIPS RD, MESA, AZ, 85205",0.087,11.3,820800,"1487362.206","0.15","15153.30996","349386.0231",37.5,-60260.76719,178653.0388,NA,NA,NA,626.25,"CHP",245.748502994012
"1486","09983-BEND","OR","US","63485 N HWY 97, BEND, OR, 97701",0.087,11.5,711450,"1341207.084","0.15","12244.43933","282523.7759",32.5,-25644.88644,144464.082,NA,NA,NA,542.5,"Fuel_Cell",255.728571428571
"1487","06733-MSP - EDEN PRAIRIE","MN","US","8565 COLUMBINE RD, EDEN PRAIRIE, MN, 55344",0.087,11.4,869400,"1590070.376","0.15","14911.72824","345190.8151",40,-56342.5626,176507.8853,NA,NA,NA,663.75,"Fuel_Cell",314.359322033898
"1488","02778-PHX - MESA/MCKELLIPS","AZ","US","6640 E MCKELLIPS RD, MESA, AZ, 85205",0.087,11.3,820800,"1487362.206","0.15","15153.30996","349386.0231",37.5,-60260.76719,178653.0388,NA,NA,NA,626.25,"Fuel_Cell",294.898203592814
"1489","08900-SEA - FEDERAL WAY","WA","US","32061 PACIFIC HWY S, FEDERAL WAY, WA, 98003",0.085,11.5,1031400,"1843479.923","0.15","17483.26973","404710.7681",190,-88765.58279,206942.4756,NA,NA,NA,787.5,"Solar",248.845714285714
"1490","05736-WINCHESTER","VA","US","2540 S PLEASANT VALLEY RD, WINCHESTER, VA, 22601",0.085,11.6,616950,"1118953.107","0.15","10759.6601","248024.6196",117.5,-44790.9564,126823.4819,NA,NA,NA,468.75,"Solar",154.6488
"1491","01367-TULSA - 41ST ST","OK","US","4927 E 41ST ST, TULSA, OK, 74135",0.085,11.6,1560600,"2779114.877","0.15","25583.82749","589900.5311",300,-139543.3887,301636.3435,NA,NA,NA,1186.25,"Solar",394.672286617492
"1492","01198 - BONITA SPRINGS/ESTERO","FL","US","8018 MEDITERRANEAN DR, ESTERO, FL, 33928",0.085,11.6,581850,"1048067.399","0.15","9709.935501","224159.3948",102.5,-45937.24636,114620.3752,NA,NA,NA,446.25,"Solar",133.646218487395
"1493","08900-SEA - FEDERAL WAY","WA","US","32061 PACIFIC HWY S, FEDERAL WAY, WA, 98003",0.085,11.5,1031400,"1843479.923","0.15","17483.26973","404710.7681",50,-88765.58279,206942.4756,NA,NA,NA,787.5,"Battery",98.2285714285714
"1494","05736-WINCHESTER","VA","US","2540 S PLEASANT VALLEY RD, WINCHESTER, VA, 22601",0.085,11.6,616950,"1118953.107","0.15","10759.6601","248024.6196",32.5,-44790.9564,126823.4819,NA,NA,NA,468.75,"Battery",64.1628
"1495","01367-TULSA - 41ST ST","OK","US","4927 E 41ST ST, TULSA, OK, 74135",0.085,11.6,1560600,"2779114.877","0.15","25583.82749","589900.5311",77.5,-139543.3887,301636.3435,NA,NA,NA,1186.25,"Battery",152.935511064278
"1496","01198 - BONITA SPRINGS/ESTERO","FL","US","8018 MEDITERRANEAN DR, ESTERO, FL, 33928",0.085,11.6,581850,"1048067.399","0.15","9709.935501","224159.3948",27.5,-45937.24636,114620.3752,NA,NA,NA,446.25,"Battery",53.7844537815126
"1497","08900-SEA - FEDERAL WAY","WA","US","32061 PACIFIC HWY S, FEDERAL WAY, WA, 98003",0.085,11.5,1031400,"1843479.923","0.15","17483.26973","404710.7681",47.5,-88765.58279,206942.4756,NA,NA,NA,787.5,"CHP",311.057142857143
"1498","05736-WINCHESTER","VA","US","2540 S PLEASANT VALLEY RD, WINCHESTER, VA, 22601",0.085,11.6,616950,"1118953.107","0.15","10759.6601","248024.6196",27.5,-44790.9564,126823.4819,NA,NA,NA,468.75,"CHP",180.972
"1499","01367-TULSA - 41ST ST","OK","US","4927 E 41ST ST, TULSA, OK, 74135",0.085,11.6,1560600,"2779114.877","0.15","25583.82749","589900.5311",70,-139543.3887,301636.3435,NA,NA,NA,1186.25,"CHP",460.451001053741
"1500","01198 - BONITA SPRINGS/ESTERO","FL","US","8018 MEDITERRANEAN DR, ESTERO, FL, 33928",0.085,11.6,581850,"1048067.399","0.15","9709.935501","224159.3948",27.5,-45937.24636,114620.3752,NA,NA,NA,446.25,"CHP",179.281512605042
"1501","08900-SEA - FEDERAL WAY","WA","US","32061 PACIFIC HWY S, FEDERAL WAY, WA, 98003",0.085,11.5,1031400,"1843479.923","0.15","17483.26973","404710.7681",47.5,-88765.58279,206942.4756,NA,NA,NA,787.5,"Fuel_Cell",373.268571428571
"1502","05736-WINCHESTER","VA","US","2540 S PLEASANT VALLEY RD, WINCHESTER, VA, 22601",0.085,11.6,616950,"1118953.107","0.15","10759.6601","248024.6196",27.5,-44790.9564,126823.4819,NA,NA,NA,468.75,"Fuel_Cell",217.1664
"1503","01367-TULSA - 41ST ST","OK","US","4927 E 41ST ST, TULSA, OK, 74135",0.085,11.6,1560600,"2779114.877","0.15","25583.82749","589900.5311",70,-139543.3887,301636.3435,NA,NA,NA,1186.25,"Fuel_Cell",552.541201264489
"1504","01198 - BONITA SPRINGS/ESTERO","FL","US","8018 MEDITERRANEAN DR, ESTERO, FL, 33928",0.085,11.6,581850,"1048067.399","0.15","9709.935501","224159.3948",27.5,-45937.24636,114620.3752,NA,NA,NA,446.25,"Fuel_Cell",215.13781512605
"1505","08794-S.ANT - SAN ANTONIO/CULE","TX","US","5347 W LOOP 1604 N STE 103, SAN ANTONIO, TX, 78253",0.084,11.6,761400,"1358872.265","0.15","13988.44949","322648.9673",140,-66562.07448,164981.4665,NA,NA,NA,581.25,"Solar",183.390967741935
"1506","08608-MSP - BURNSVILLE","MN","US","13901 ALDRICH AVE S, BURNSVILLE, MN, 55337",0.084,11.7,869400,"1557208.521","0.15","14699.65033","340281.4346",160,-73145.95435,173997.5509,NA,NA,NA,663.75,"Solar",209.572881355932
"1507","05065 PHX-MESA / STAPLEY","AZ","US","1721 S STAPLEY DR, MESA, AZ, 85204",0.084,11.6,766800,"1367061.497","0.15","13997.76876","322862.6476",140,-67774.63983,165090.7286,NA,NA,NA,585,"Solar",183.507692307692
"1508","04713-ORL - ORANGE BLOSSOM TRL","FL","US","1766 SAND LAKE RD, ORLANDO, FL, 32809",0.084,11.6,1784700,"3194706.895","0.15","34538.35611","796352.7998",345,-151136.9574,407202.4587,NA,NA,NA,1356.25,"Solar",453.988202764977
"1509","08794-S.ANT - SAN ANTONIO/CULE","TX","US","5347 W LOOP 1604 N STE 103, SAN ANTONIO, TX, 78253",0.084,11.6,761400,"1358872.265","0.15","13988.44949","322648.9673",37.5,-66562.07448,164981.4665,NA,NA,NA,581.25,"Battery",73.6838709677419
"1510","08608-MSP - BURNSVILLE","MN","US","13901 ALDRICH AVE S, BURNSVILLE, MN, 55337",0.084,11.7,869400,"1557208.521","0.15","14699.65033","340281.4346",42.5,-73145.95435,173997.5509,NA,NA,NA,663.75,"Battery",83.5016949152542
"1511","05065 PHX-MESA / STAPLEY","AZ","US","1721 S STAPLEY DR, MESA, AZ, 85204",0.084,11.6,766800,"1367061.497","0.15","13997.76876","322862.6476",40,-67774.63983,165090.7286,NA,NA,NA,585,"Battery",78.6461538461539
"1512","04713-ORL - ORANGE BLOSSOM TRL","FL","US","1766 SAND LAKE RD, ORLANDO, FL, 32809",0.084,11.6,1784700,"3194706.895","0.15","34538.35611","796352.7998",87.5,-151136.9574,407202.4587,NA,NA,NA,1356.25,"Battery",172.712903225806
"1513","08794-S.ANT - SAN ANTONIO/CULE","TX","US","5347 W LOOP 1604 N STE 103, SAN ANTONIO, TX, 78253",0.084,11.6,761400,"1358872.265","0.15","13988.44949","322648.9673",35,-66562.07448,164981.4665,NA,NA,NA,581.25,"CHP",229.238709677419
"1514","08608-MSP - BURNSVILLE","MN","US","13901 ALDRICH AVE S, BURNSVILLE, MN, 55337",0.084,11.7,869400,"1557208.521","0.15","14699.65033","340281.4346",40,-73145.95435,173997.5509,NA,NA,NA,663.75,"CHP",261.966101694915
"1515","05065 PHX-MESA / STAPLEY","AZ","US","1721 S STAPLEY DR, MESA, AZ, 85204",0.084,11.6,766800,"1367061.497","0.15","13997.76876","322862.6476",35,-67774.63983,165090.7286,NA,NA,NA,585,"CHP",229.384615384615
"1516","04713-ORL - ORANGE BLOSSOM TRL","FL","US","1766 SAND LAKE RD, ORLANDO, FL, 32809",0.084,11.6,1784700,"3194706.895","0.15","34538.35611","796352.7998",80,-151136.9574,407202.4587,NA,NA,NA,1356.25,"CHP",526.363133640553
"1517","08794-S.ANT - SAN ANTONIO/CULE","TX","US","5347 W LOOP 1604 N STE 103, SAN ANTONIO, TX, 78253",0.084,11.6,761400,"1358872.265","0.15","13988.44949","322648.9673",35,-66562.07448,164981.4665,NA,NA,NA,581.25,"Fuel_Cell",275.086451612903
"1518","08608-MSP - BURNSVILLE","MN","US","13901 ALDRICH AVE S, BURNSVILLE, MN, 55337",0.084,11.7,869400,"1557208.521","0.15","14699.65033","340281.4346",40,-73145.95435,173997.5509,NA,NA,NA,663.75,"Fuel_Cell",314.359322033898
"1519","05065 PHX-MESA / STAPLEY","AZ","US","1721 S STAPLEY DR, MESA, AZ, 85204",0.084,11.6,766800,"1367061.497","0.15","13997.76876","322862.6476",35,-67774.63983,165090.7286,NA,NA,NA,585,"Fuel_Cell",275.261538461538
"1520","04713-ORL - ORANGE BLOSSOM TRL","FL","US","1766 SAND LAKE RD, ORLANDO, FL, 32809",0.084,11.6,1784700,"3194706.895","0.15","34538.35611","796352.7998",80,-151136.9574,407202.4587,NA,NA,NA,1356.25,"Fuel_Cell",631.635760368664
"1521","09924-LOGAN","UT","US","1427-B N MAIN ST, LOGAN, UT, 84341",0.083,11.9,101250,"177362.1282","0.15","1295.76518","29411.44515",32.5,-10558.66986,15039.07914,NA,NA,NA,74.25,"Solar",44.3181818181818
"1522","09563-DC - RESTON","VA","US","11630 PLAZA AMERICA DR, RESTON, VA, 20190",0.083,11.8,2165400,"3857659.939","0.15","34883.54874","803460.4661",430,-192846.3627,410836.8519,NA,NA,NA,1640,"Solar",567.757317073171
"1523","02870-VEGAS - HENDERSON","NV","US","537 N STEPHANIE ST, HENDERSON, NV, 89014",0.083,11.8,1730700,"3042805.347","0.15","28417.7788","653898.4397",335,-174809.421,334360.6658,NA,NA,NA,1315,"Solar",440.900760456274
"1524","02068-ATL - CUMMING","GA","US","1200 MARKET PLACE BLVD, CUMMING, GA, 30041",0.083,11.7,869400,"1546753.785","0.15","14277.12326","329238.4035",160,-78491.81931,168350.8709,NA,NA,NA,663.75,"Solar",209.572881355932
"1525","09924-LOGAN","UT","US","1427-B N MAIN ST, LOGAN, UT, 84341",0.083,11.9,101250,"177362.1282","0.15","1295.76518","29411.44515",14.5,-10558.66986,15039.07914,NA,NA,NA,74.25,"Battery",29.6590909090909
"1526","09563-DC - RESTON","VA","US","11630 PLAZA AMERICA DR, RESTON, VA, 20190",0.083,11.8,2165400,"3857659.939","0.15","34883.54874","803460.4661",110,-192846.3627,410836.8519,NA,NA,NA,1640,"Battery",217.860365853659
"1527","02870-VEGAS - HENDERSON","NV","US","537 N STEPHANIE ST, HENDERSON, NV, 89014",0.083,11.8,1730700,"3042805.347","0.15","28417.7788","653898.4397",85,-174809.421,334360.6658,NA,NA,NA,1315,"Battery",167.805513307985
"1528","02068-ATL - CUMMING","GA","US","1200 MARKET PLACE BLVD, CUMMING, GA, 30041",0.083,11.7,869400,"1546753.785","0.15","14277.12326","329238.4035",42.5,-78491.81931,168350.8709,NA,NA,NA,663.75,"Battery",83.5016949152542
"1529","09924-LOGAN","UT","US","1427-B N MAIN ST, LOGAN, UT, 84341",0.083,11.9,101250,"177362.1282","0.15","1295.76518","29411.44515",4,-10558.66986,15039.07914,NA,NA,NA,74.25,"CHP",27.2727272727273
"1530","09563-DC - RESTON","VA","US","11630 PLAZA AMERICA DR, RESTON, VA, 20190",0.083,11.8,2165400,"3857659.939","0.15","34883.54874","803460.4661",95,-192846.3627,410836.8519,NA,NA,NA,1640,"CHP",627.173780487805
"1531","02870-VEGAS - HENDERSON","NV","US","537 N STEPHANIE ST, HENDERSON, NV, 89014",0.083,11.8,1730700,"3042805.347","0.15","28417.7788","653898.4397",77.5,-174809.421,334360.6658,NA,NA,NA,1315,"CHP",509.997148288973
"1532","02068-ATL - CUMMING","GA","US","1200 MARKET PLACE BLVD, CUMMING, GA, 30041",0.083,11.7,869400,"1546753.785","0.15","14277.12326","329238.4035",40,-78491.81931,168350.8709,NA,NA,NA,663.75,"CHP",261.966101694915
"1533","09924-LOGAN","UT","US","1427-B N MAIN ST, LOGAN, UT, 84341",0.083,11.9,101250,"177362.1282","0.15","1295.76518","29411.44515",0,-10558.66986,15039.07914,NA,NA,NA,74.25,"Fuel_Cell",0
"1534","09563-DC - RESTON","VA","US","11630 PLAZA AMERICA DR, RESTON, VA, 20190",0.083,11.8,2165400,"3857659.939","0.15","34883.54874","803460.4661",95,-192846.3627,410836.8519,NA,NA,NA,1640,"Fuel_Cell",752.608536585366
"1535","02870-VEGAS - HENDERSON","NV","US","537 N STEPHANIE ST, HENDERSON, NV, 89014",0.083,11.8,1730700,"3042805.347","0.15","28417.7788","653898.4397",77.5,-174809.421,334360.6658,NA,NA,NA,1315,"Fuel_Cell",611.996577946768
"1536","02068-ATL - CUMMING","GA","US","1200 MARKET PLACE BLVD, CUMMING, GA, 30041",0.083,11.7,869400,"1546753.785","0.15","14277.12326","329238.4035",40,-78491.81931,168350.8709,NA,NA,NA,663.75,"Fuel_Cell",314.359322033898
"1537","07720-CHAMBERSBURG","PA","US","967 NORLAND AVE, CHAMBERSBURG, PA, 17201",0.082,11.9,761400,"1344285.952","0.15","12316.04687","284488.0074",140,-74020.55586,145468.4609,NA,NA,NA,581.25,"Solar",183.390967741935
"1538","05110 MARKET SQUARE","FL","US","13741 S TAMIAMI TRAIL, FT MYERS, FL, 33912",0.082,12,649350,"1140161.855","0.15","10570.30774","243884.6869",117.5,-66346.19725,124706.5926,NA,NA,NA,496.25,"Solar",153.750377833753
"1539","07720-CHAMBERSBURG","PA","US","967 NORLAND AVE, CHAMBERSBURG, PA, 17201",0.082,11.9,761400,"1344285.952","0.15","12316.04687","284488.0074",37.5,-74020.55586,145468.4609,NA,NA,NA,581.25,"Battery",73.6838709677419
"1540","05110 MARKET SQUARE","FL","US","13741 S TAMIAMI TRAIL, FT MYERS, FL, 33912",0.082,12,649350,"1140161.855","0.15","10570.30774","243884.6869",32.5,-66346.19725,124706.5926,NA,NA,NA,496.25,"Battery",63.7900503778338
"1541","07720-CHAMBERSBURG","PA","US","967 NORLAND AVE, CHAMBERSBURG, PA, 17201",0.082,11.9,761400,"1344285.952","0.15","12316.04687","284488.0074",35,-74020.55586,145468.4609,NA,NA,NA,581.25,"CHP",229.238709677419
"1542","05110 MARKET SQUARE","FL","US","13741 S TAMIAMI TRAIL, FT MYERS, FL, 33912",0.082,12,649350,"1140161.855","0.15","10570.30774","243884.6869",30,-66346.19725,124706.5926,NA,NA,NA,496.25,"CHP",196.277078085642
"1543","07720-CHAMBERSBURG","PA","US","967 NORLAND AVE, CHAMBERSBURG, PA, 17201",0.082,11.9,761400,"1344285.952","0.15","12316.04687","284488.0074",35,-74020.55586,145468.4609,NA,NA,NA,581.25,"Fuel_Cell",275.086451612903
"1544","05110 MARKET SQUARE","FL","US","13741 S TAMIAMI TRAIL, FT MYERS, FL, 33912",0.082,12,649350,"1140161.855","0.15","10570.30774","243884.6869",30,-66346.19725,124706.5926,NA,NA,NA,496.25,"Fuel_Cell",235.532493702771
"1545","NEWTOWN SQUARE PA","PA","US","3564 W CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",0.081,12.1,1120500,"1956360.741","0.15","19811.75969","457278.458",215,-120145.7547,233822.1357,NA,NA,NA,851.25,"Solar",283.004405286344
"1546","09915-LOUISVILLE - WESTPORT","KY","US","10221 WESTPORT RD, LOUISVILLE, KY, 40241",0.081,12.1,1031400,"1804138.49","0.15","17028.41034","393369.0086",190,-108882.2051,201143.0455,NA,NA,NA,787.5,"Solar",248.845714285714
"1547","09193-MOBILE (OPENED 9/16/11)(","AL","US","3250 AIRPORT BLVD, MOBILE, AL, 26603",0.081,12,1730700,"2974959.744","0.15","33132.13108","763425.4294",335,-209501.2016,390365.5666,NA,NA,NA,1315,"Solar",440.900760456274
"1548","09166-EAU CLAIRE (OPEN 2/1/09)","WI","US","4154 COMMONWEALTH AVE, EAU CLAIRE, WI, 54701",0.081,12,1593000,"2812832.669","0.15","25936.86556","600284.6937",300,-154702.3272,306946.1215,NA,NA,NA,1213.75,"Solar",393.738414006179
"1549","09039-TULSA - W 71ST STREET (O","OK","US","7424 S OLYMPIA AVE, TULSA, OK, 74133",0.081,11.9,747900,"1299869.522","0.15","12216.35136","282069.6247",135,-83232.19782,144231.8589,NA,NA,NA,572.5,"Solar",176.360698689956
"1550","06803-OKC - S. PENN","OK","US","1441 W I-240 SERVICE RD, OKLAHOMA CITY, OK, 73159",0.081,12,766800,"1323775.797","0.15","12386.16043","285711.9648",140,-89908.10036,146094.3122,NA,NA,NA,585,"Solar",183.507692307692
"1551","01055-PHI - BALA CYNWYD (OPEN","PA","US","57 E CITY AVE, BALA CYNWYD, PA, 19004",0.081,12,1695600,"2964097.93","0.15","30270.7054","698912.6783",320,-179955.2191,357377.9876,NA,NA,NA,1292.5,"Solar",419.800386847195
"1552","NEWTOWN SQUARE PA","PA","US","3564 W CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",0.081,12.1,1120500,"1956360.741","0.15","19811.75969","457278.458",57.5,-120145.7547,233822.1357,NA,NA,NA,851.25,"Battery",113.530837004405
"1553","09915-LOUISVILLE - WESTPORT","KY","US","10221 WESTPORT RD, LOUISVILLE, KY, 40241",0.081,12.1,1031400,"1804138.49","0.15","17028.41034","393369.0086",50,-108882.2051,201143.0455,NA,NA,NA,787.5,"Battery",98.2285714285714
"1554","09193-MOBILE (OPENED 9/16/11)(","AL","US","3250 AIRPORT BLVD, MOBILE, AL, 26603",0.081,12,1730700,"2974959.744","0.15","33132.13108","763425.4294",85,-209501.2016,390365.5666,NA,NA,NA,1315,"Battery",167.805513307985
"1555","09166-EAU CLAIRE (OPEN 2/1/09)","WI","US","4154 COMMONWEALTH AVE, EAU CLAIRE, WI, 54701",0.081,12,1593000,"2812832.669","0.15","25936.86556","600284.6937",77.5,-154702.3272,306946.1215,NA,NA,NA,1213.75,"Battery",152.573635427394
"1556","09039-TULSA - W 71ST STREET (O","OK","US","7424 S OLYMPIA AVE, TULSA, OK, 74133",0.081,11.9,747900,"1299869.522","0.15","12216.35136","282069.6247",35,-83232.19782,144231.8589,NA,NA,NA,572.5,"Battery",68.5847161572052
"1557","06803-OKC - S. PENN","OK","US","1441 W I-240 SERVICE RD, OKLAHOMA CITY, OK, 73159",0.081,12,766800,"1323775.797","0.15","12386.16043","285711.9648",40,-89908.10036,146094.3122,NA,NA,NA,585,"Battery",78.6461538461539
"1558","01055-PHI - BALA CYNWYD (OPEN","PA","US","57 E CITY AVE, BALA CYNWYD, PA, 19004",0.081,12,1695600,"2964097.93","0.15","30270.7054","698912.6783",80,-179955.2191,357377.9876,NA,NA,NA,1292.5,"Battery",157.425145067698
"1559","NEWTOWN SQUARE PA","PA","US","3564 W CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",0.081,12.1,1120500,"1956360.741","0.15","19811.75969","457278.458",50,-120145.7547,233822.1357,NA,NA,NA,851.25,"CHP",329.074889867841
"1560","09915-LOUISVILLE - WESTPORT","KY","US","10221 WESTPORT RD, LOUISVILLE, KY, 40241",0.081,12.1,1031400,"1804138.49","0.15","17028.41034","393369.0086",47.5,-108882.2051,201143.0455,NA,NA,NA,787.5,"CHP",311.057142857143
"1561","09193-MOBILE (OPENED 9/16/11)(","AL","US","3250 AIRPORT BLVD, MOBILE, AL, 26603",0.081,12,1730700,"2974959.744","0.15","33132.13108","763425.4294",77.5,-209501.2016,390365.5666,NA,NA,NA,1315,"CHP",509.997148288973
"1562","09166-EAU CLAIRE (OPEN 2/1/09)","WI","US","4154 COMMONWEALTH AVE, EAU CLAIRE, WI, 54701",0.081,12,1593000,"2812832.669","0.15","25936.86556","600284.6937",72.5,-154702.3272,306946.1215,NA,NA,NA,1213.75,"CHP",475.767250257467
"1563","09039-TULSA - W 71ST STREET (O","OK","US","7424 S OLYMPIA AVE, TULSA, OK, 74133",0.081,11.9,747900,"1299869.522","0.15","12216.35136","282069.6247",35,-83232.19782,144231.8589,NA,NA,NA,572.5,"CHP",228.615720524017
"1564","06803-OKC - S. PENN","OK","US","1441 W I-240 SERVICE RD, OKLAHOMA CITY, OK, 73159",0.081,12,766800,"1323775.797","0.15","12386.16043","285711.9648",35,-89908.10036,146094.3122,NA,NA,NA,585,"CHP",229.384615384615
"1565","01055-PHI - BALA CYNWYD (OPEN","PA","US","57 E CITY AVE, BALA CYNWYD, PA, 19004",0.081,12,1695600,"2964097.93","0.15","30270.7054","698912.6783",77.5,-179955.2191,357377.9876,NA,NA,NA,1292.5,"CHP",508.352030947776
"1566","NEWTOWN SQUARE PA","PA","US","3564 W CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",0.081,12.1,1120500,"1956360.741","0.15","19811.75969","457278.458",50,-120145.7547,233822.1357,NA,NA,NA,851.25,"Fuel_Cell",394.88986784141
"1567","09915-LOUISVILLE - WESTPORT","KY","US","10221 WESTPORT RD, LOUISVILLE, KY, 40241",0.081,12.1,1031400,"1804138.49","0.15","17028.41034","393369.0086",47.5,-108882.2051,201143.0455,NA,NA,NA,787.5,"Fuel_Cell",373.268571428571
"1568","09193-MOBILE (OPENED 9/16/11)(","AL","US","3250 AIRPORT BLVD, MOBILE, AL, 26603",0.081,12,1730700,"2974959.744","0.15","33132.13108","763425.4294",77.5,-209501.2016,390365.5666,NA,NA,NA,1315,"Fuel_Cell",611.996577946768
"1569","09166-EAU CLAIRE (OPEN 2/1/09)","WI","US","4154 COMMONWEALTH AVE, EAU CLAIRE, WI, 54701",0.081,12,1593000,"2812832.669","0.15","25936.86556","600284.6937",72.5,-154702.3272,306946.1215,NA,NA,NA,1213.75,"Fuel_Cell",570.92070030896
"1570","09039-TULSA - W 71ST STREET (O","OK","US","7424 S OLYMPIA AVE, TULSA, OK, 74133",0.081,11.9,747900,"1299869.522","0.15","12216.35136","282069.6247",35,-83232.19782,144231.8589,NA,NA,NA,572.5,"Fuel_Cell",274.338864628821
