"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex_life","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","Battery","Solar","CHP","Fuel_Cell","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","ntile"
"260","03714-CLEV - SOLON","OH","US","7405 MARKET PLACE DR, AURORA, OH, 44202",0.101,9.6,761400,1561804.319,"0.15",13597.67926,"314289.6422",37.5,140,35,35,37204.03421,160707.0573,NA,NA,NA,581.25,3
"261","02726-TAMPA - BRUCE B DOWNS","FL","US","18081 HIGHWOODS PRESERVE PKWY, TAMPA, FL, 33647",0.092,10.7,820800,1563110.794,"0.15",16646.10026,"383901.429",42.5,150,37.5,37.5,-21527.92015,196301.9478,NA,NA,NA,626.25,3
"262","01683-HSTN - VOSS","TX","US","7560 WESTHEIMER RD UNIT A, HOUSTON, TX, 77063",0.041,18.5,1282500,1584008.265,"0.15",16425.03745,"378541.3521",65,245,57.5,57.5,-472542.3277,193561.157,NA,NA,NA,975,3
"263","02748- KANSAS CITY - EVANSTON","MO","US","8531 N EVANSTON RD, KANSAS CITY, MO, 64157",0.113,8.6,711450,1586353.736,"0.15",13759.86318,"317555.3844",35,132.5,32.5,32.5,99706.99219,162376.9431,NA,NA,NA,542.5,3
"264","06733-MSP - EDEN PRAIRIE","MN","US","8565 COLUMBINE RD, EDEN PRAIRIE, MN, 55344",0.087,11.4,869400,1590070.376,"0.15",14911.72824,"345190.8151",42.5,160,40,40,-56342.5626,176507.8853,NA,NA,NA,663.75,3
"265","05742-PADUCAH","KY","US","5187 HINKLEVILLE RD STE A, PADUCAH, KY, 42001",0.174,5.4,459000,1595303.528,"0.15",11782.04472,"269827.5957",37.5,140,35,0,356733.3273,137972.0903,NA,NA,NA,371.25,3
"266","01041 - FT. LAUDERDALE (OPEN A","FL","US","1712 N FEDERAL HWY, FT. LAUDERDALE, FL, 33305",0.034,20.2,1382400,1600436.438,"0.15",21243.72193,"489799.6885",70,260,62.5,62.5,-564042.0404,250451.3546,NA,NA,NA,1052.5,3
"267","01402-DET - MT. CLEMENS","MI","US","13821 HALL RD, SHELBY TOWNSHIP, MI, 48315",0.122,8,666900,1610503.092,"0.15",13518.92916,"312203.5021",35,125,30,30,156605.3849,159640.3424,NA,NA,NA,507.5,3
"268","01241-CHARLESTON-WEST ASHLEY","SC","US","832 ORLEANS RD, CHARLESTON, SC, 29407",0.106,9.2,761400,1616348.077,"0.15",15012.62698,"346272.0149",37.5,140,35,35,65094.12601,177060.7398,NA,NA,NA,581.25,3
"269","09821-CHI - GENEVA","IL","US","1506 S RANDALL RD, GENEVA, IL, 60134",0.118,8.2,699300,1622299.032,"0.15",13790.96111,"318233.5504",35,125,32.5,32.5,130237.0527,162723.7127,NA,NA,NA,535,3
"270","02069-DC - SPRINGFIELD","VA","US","6717 SPRING MALL DR, SPRINGFIELD, VA, 22150",0.108,9,747900,1634112.947,"0.15",14219.46769,"328166.9788",35,135,35,35,87677.91204,167803.0148,NA,NA,NA,572.5,3
"271","05718-SLC - DRAPER","UT","US","215 E 12300 S, DRAPER, UT, 84020",0.107,9.1,761400,1641784.126,"0.15",14182.24865,"327183.8353",37.5,140,35,35,78100.44852,167300.2998,NA,NA,NA,581.25,3
"272","09835-DFW - LEWISVILLE","TX","US","2325 S STEMMONS FRWY STE 402, LEWISVILLE, TX, 75067",0.054,16,1206900,1663170.514,"0.15",17004.38496,"392230.518",60,225,55,55,-356463.9588,200560.8963,NA,NA,NA,920,3
"273","09967-PORT - PORTLAND","OR","US","11719 NE GLENN WIDING DR, PORTLAND, OR, 97220",0.047,17.5,1260900,1665604.129,"0.15",17933.90915,"415055.2937",62.5,235,57.5,57.5,-409219.5678,212231.9858,NA,NA,NA,961.25,3
"274","08677-CHI - BLOOMINGDALE","IL","US","402 W ARMY TRAIL DR, BLOOMINGDALE, IL, 60108",0.197,4.6,437400,1670621.176,"0.15",12901.66912,"297665.6775",22.5,80,20,20,416845.8199,152206.6549,NA,NA,NA,333.75,3
"275","08778-TAMPA - WESLEY CHAPEL","FL","US","5913 WESLEY GROVE BLVD, WESLEY CHAPEL, FL, 33544",0.109,8.9,766800,1673447.624,"0.15",14541.28764,"335482.361",40,140,35,35,88891.07966,171543.6202,NA,NA,NA,585,3
"276","02016-ATL - MALL OF GEORGIA","GA","US","1705 MALL OF GEORGIA BLVD STE, BUFORD, GA, 30519",0.103,9.5,807300,1674613.689,"0.15",14845.51885,"342469.3896",40,145,37.5,37.5,48987.32845,175116.3272,NA,NA,NA,617.5,3
"277","09608-FLAGSTAFF","AZ","US","1500 RIORDAN RANCH ST, FLAGSTAFF, AZ, 86001",0.162,5.8,537300,1679806.916,"0.15",13965.55079,"321987.1319",27.5,95,25,25,321642.8036,164643.0474,NA,NA,NA,411.25,3
"278","01672-EL PASO","TX","US","1313 GEORGE DIETER STE C, EL PASO, TX, 79936",0.096,10.1,861300,1685890.815,"0.15",15268.26475,"352268.6884",42.5,155,40,40,753.7093286,180127.0443,NA,NA,NA,658.75,3
"279","07747-BRUNSWICK","GA","US","480 GLYNN ISLE, BRUNSWICK, GA, 31525",0.113,8.6,747900,1688299.167,"0.15",14652.28945,"338155.9468",35,135,35,35,115385.1822,172910.7162,NA,NA,NA,572.5,3
"280","09833-DFW - PLANO/15TH STREET","TX","US","801 W 15 STREET STE A, PLANO, TX, 75075",0.032,20.9,1476900,1688811.23,"0.15",18568.60385,"428262.2101",72.5,275,67.5,67.5,-613352.9823,218985.1344,NA,NA,NA,1126.25,3
"281","02075- FENTON - GRAVOIS BLUFFS","MO","US","129 GRAVOIS BLUFFS PLZ DR, FENTON, MO, 63026",0.096,10,861300,1695274.113,"0.15",15473.79909,"357010.7669",42.5,155,40,40,5551.710729,182551.8314,NA,NA,NA,658.75,3
"282","02023-HSTN - WOODLANDS","TX","US","19075 IH-45 S STE 104, CONROE, TX, 77385",0.029,21.8,1544400,1711206.489,"0.15",20803.48794,"479574.0228",77.5,290,70,70,-669401.5196,245222.6215,NA,NA,NA,1176.25,3
"283","06734-CHI - NEW LENOX","IL","US","2374 E LINCOLN HWY, NEW LENOX, IL, 60451",0.208,4.3,429300,1718576.935,"0.15",12115.77728,"275499.7676",57.5,135,20,0,449467.2419,140872.466,NA,NA,NA,321.25,3
"284","09816-HATTIESBURG","MS","US","4400 HARDY ST, HATTIESBURG, MS, 39402",0.111,8.7,774900,1720339.772,"0.15",14861.5034,"342595.2763",40,145,35,35,104768.641,175180.6974,NA,NA,NA,590,3
"285","00403-DFW-WEST VILLAGE/TX","TX","US","3700 MCKINNEY AVE SUITE 134, DALLAS, TX, 75204",0.094,10.3,893700,1730574.553,"0.15",16076.89927,"371256.9476",42.5,155,42.5,42.5,-8797.965192,189836.3915,NA,NA,NA,686.25,3
"286","02118-SEA - LYNNWOOD","WA","US","3115 ALDERWOOD MALL BLVD, LYNNWOOD, WA, 98036",0.06,15,1193400,1731193.77,"0.15",17589.63217,"407166.6719",57.5,220,55,55,-308181.3382,208198.2633,NA,NA,NA,911.25,3
"287","04802-CHI - ALGONQUIN","IL","US","742 S RANDALL RD, ALGONQUIN, IL, 60102",0.214,4.2,415800,1738824.206,"0.15",13356.64208,"308484.5581",20,70,20,20,473320.3649,157738.719,NA,NA,NA,320,3
"288","09970- SPRINGFIELD - E INDEPEN","MO","US","1840 E INDEPENDENCE, SPRINGFIELD, MO, 65804",0.1,9.7,861300,1741010.949,"0.15",15296.39793,"353170.7918",42.5,155,40,40,28938.52123,180588.3206,NA,NA,NA,658.75,3
"289","01151-MPHS - COLLIERVILLE (OPE","TN","US","3621 S HOUSTON LEVEE RD, COLLIERVILLE, TN, 38017",0.107,9,820800,1742187.356,"0.15",15305.41271,"353249.2153",42.5,150,37.5,37.5,70040.05878,180628.4213,NA,NA,NA,626.25,3
"290","01580-LEXINGTON PARK","MD","US","45045 WORTH AVE, CALIFORNIA, MD, 20619",0.088,11.2,936900,1743924.934,"0.15",16714.43275,"385859.3893",47.5,175,42.5,42.5,-45171.45842,197303.12,NA,NA,NA,713.75,3
"291","01175-ATL-BETHLEHEM-OPENS IN M","GA","US","916 LOGANVILLE HWY STE 1600, BETHLEHEM, GA, 30620",0.126,7.7,711450,1755095.75,"0.15",14817.62362,"341715.166",35,132.5,32.5,32.5,185990.5627,174730.6669,NA,NA,NA,542.5,3
"292","09023-D IBERVILLE","MS","US","3942 PROMENADE PKWY, D IBERVILLE, MS, 39540",0.119,8.2,747900,1758423.89,"0.15",15034.191,"346969.7421",35,135,35,35,151242.3544,177417.5116,NA,NA,NA,572.5,3
"293","02725-ALLENTOWN - PHILLIPSBURG","NJ","US","1206 NEW BRUNSWICK AVE, PHILLIPSBURG, NJ, 8865",0.126,7.7,711450,1763345.898,"0.15",16278.6617,"376085.6951",35,132.5,32.5,32.5,190209.1458,192305.4955,NA,NA,NA,542.5,3
"294","02712-DFW - DALLAS/GREENVILLE","TX","US","5500 GREENVILLE AVE STE 700, DALLAS, TX, 75206",0.028,22,1601100,1764717.239,"0.15",19600.65745,"451908.73",77.5,305,72.5,72.5,-698739.6405,231076.4098,NA,NA,NA,1218.75,3
"295","03715-TAMPA - CLEARWATER","FL","US","2631 GULF TO BAY BLVD, CLEARWATER, FL, 33759",0.102,9.5,861300,1781799.09,"0.15",18483.75592,"426561.1584",42.5,155,40,40,49794.89484,218115.3284,NA,NA,NA,658.75,3
"296","08748-DC - GAINESVILLE","VA","US","8171 STONEWALL SHOPS SQUARE, GAINESVILLE, VA, 20155",0.12,8.1,747900,1786628.836,"0.15",15657.96353,"361365.6078",35,135,35,35,165664.5092,184778.6107,NA,NA,NA,572.5,3
"297","02104-DEN - LAKEWOOD","CO","US","441 S WADSWORTH BLVD, LAKEWOOD, CO, 80226",0.117,8.3,774900,1786891.9,"0.15",15463.10498,"356228.6648",40,145,35,35,138799.0229,182151.9159,NA,NA,NA,590,3
"298","09920-DATYONA BEACH","FL","US","2500 W INTERNATIONAL SPEEDWAY, DAYTONA BEACH, FL, 32114",0.061,14.9,1220400,1790059.644,"0.15",21140.36309,"487638.5965",62.5,230,55,55,-305081.2011,249346.3142,NA,NA,NA,928.75,3
"299","09948-ALBANY","GA","US","1221 N WESTOVER BLVD, ALBANY, GA, 31707",0.103,9.4,869400,1800585.559,"0.15",18349.90764,"423159.0766",42.5,160,40,40,51301.05987,216375.7275,NA,NA,NA,663.75,3
"300","09915-LOUISVILLE - WESTPORT","KY","US","10221 WESTPORT RD, LOUISVILLE, KY, 40241",0.081,12.1,1031400,1804138.49,"0.15",17028.41034,"393369.0086",50,190,47.5,47.5,-108882.2051,201143.0455,NA,NA,NA,787.5,3
"301","05053-CIN - COLERAIN (RELO OF","OH","US","9501 COLERAIN AVE, CINCINNATI, OH, 45251",0.05,16.9,1355400,1804577.873,"0.15",19802.53683,"457488.0086",65,250,62.5,62.5,-432657.5332,233929.2861,NA,NA,NA,1035,3
"302","09456-ST. CLOUD","MN","US","4150 W DIVISION ST, ST. CLOUD, MN, 56301",0.104,9.4,861300,1809766.773,"0.15",15912.24185,"368504.1662",42.5,155,40,40,64095.729,188428.8001,NA,NA,NA,658.75,3
"303","08790-BRIGHTON","CO","US","2253 PRAIRIE CENTER PKWY, BRIGHTON, CO, 80601",0.131,7.4,711450,1813875.036,"0.15",15347.25104,"353854.4377",35,132.5,32.5,32.5,216046.4242,180937.8922,NA,NA,NA,542.5,3
"304","08900-SEA - FEDERAL WAY","WA","US","32061 PACIFIC HWY S, FEDERAL WAY, WA, 98003",0.085,11.5,1031400,1843479.923,"0.15",17483.26973,"404710.7681",50,190,47.5,47.5,-88765.58279,206942.4756,NA,NA,NA,787.5,3
"305","09975-KC - SHAWNEE","KS","US","15210 SHAWNEE MISSION PKWY, SHAWNEE, KS, 66217",0.122,7.9,774900,1846756.181,"0.15",16999.65931,"391885.1829",40,145,35,35,169409.6801,200384.3146,NA,NA,NA,590,3
"306","05041 DEN - AURORA (OPEN 2/10/","CO","US","80 S ABILENE ST, AURORA, CO, 80012",0.097,10,950400,1873441.436,"0.15",16850.24214,"388021.5732",50,180,42.5,42.5,7554.764584,198408.7187,NA,NA,NA,722.5,3
"307","04309-CIN - SPRINGDALE","OH","US","425 E KEMPER RD, CINCINNATI, OH, 45246",0.039,18.9,1544400,1880935.482,"0.15",21264.10906,"491121.7067",77.5,290,70,70,-582613.2728,251127.3478,NA,NA,NA,1176.25,3
"308","08805-ROANOKE","VA","US","1357 TOWN SQUARE BLVD NW, ROANOKE, VA, 24012",0.048,17.1,1431000,1890850.475,"0.15",19871.07509,"458703.4748",70,270,65,65,-464143.3973,234550.7956,NA,NA,NA,1090,3
"309","03751-DEN - PARKER","CO","US","11425 S TWENTY MILE RD, PARKER, CO, 80134",0.137,7,711450,1892777.413,"0.15",15870.08229,"365747.8843",35,132.5,32.5,32.5,256391.9118,187019.4188,NA,NA,NA,542.5,3
"310","01404-DET - SOUTHGATE","MI","US","14501 EUREKA RD, SOUTHGATE, MI, 48195",0.125,7.8,774900,1909645.251,"0.15",16458.52108,"379410.5769",40,145,35,35,201567.0151,194005.6214,NA,NA,NA,590,3
"311","02872- COLUMBIA - W ASH","MO","US","2001 W ASH ST, COLUMBIA, MO, 65203",0.118,8.2,820800,1909980.687,"0.15",16432.48547,"378879.6484",42.5,150,37.5,37.5,155838.535,193734.1395,NA,NA,NA,626.25,3
"312","01606-MILW - NEW BERLIN","WI","US","15500 W BELOIT RD, NEW BERLIN, WI, 53151",0.124,7.8,774900,1913228.464,"0.15",16748.18789,"386796.1291",40,145,35,35,203399.2347,197782.1072,NA,NA,NA,590,3
"313","07768-CHEYENNE","WY","US","5204 RUE TERRE, CHEYENNE, WY, 82009",0.163,5.8,599400,1913372.413,"0.15",14622.66886,"337308.6248",30,110,27.5,27.5,378972.8408,172477.4515,NA,NA,NA,457.5,3
"314","09176 - CHI-SCHAUMBURG (RELO O","IL","US","WOODFIELD VILLAGE GREEN, SCHAUMBURG, IL, 60173",0.206,4.4,477900,1917478.687,"0.15",14769.2399,"340832.9314",22.5,85,22.5,22.5,502572.5193,174279.5501,NA,NA,NA,366.25,3
"315","05047-ATL-DOUGLASVILLE (RELO F","GA","US","2880 CHAPEL HILL RD, DOUGLASVILLE, GA, 30135",0.101,9.6,936900,1919106.02,"0.15",18252.78829,"420787.0435",47.5,175,42.5,42.5,44404.63015,215162.8258,NA,NA,NA,713.75,3
"316","SEA - SEQUIM WA","WA","US","1235 W WASHINGTON ST, SEQUIM, WA, 98382",0.073,13.1,1193400,1929704.146,"0.15",18337.73893,"424483.9266",57.5,220,55,55,-206676.1847,217053.1687,NA,NA,NA,911.25,3
"317","01072 - LAKEWOOD - JAMESTOWN","NY","US","279 E FAIRMOUNT AVE SUITE I, LAKEWOOD, NY, 14750",0.2,4.5,507600,1935304.309,"0.15",13857.61065,"314785.7273",70,160,22.5,0,481987.3702,160960.7226,NA,NA,NA,377.5,3
"318","01610-DEN-THORNTON","CO","US","931 E 120TH AVE, THORNTON, CO, 80233",0.129,7.5,774900,1953717.261,"0.15",16531.22797,"381109.5456",40,145,35,35,224102.5434,194874.3623,NA,NA,NA,590,3
"319","02761-DC - FAIRFAX/FAIR LAKES","VA","US","13061 FAIR LAKES SHOPPING CTR, FAIRFAX, VA, 22033",0.104,9.4,928800,1955859.06,"0.15",17098.60657,"394358.8445",47.5,170,42.5,42.5,71297.71848,201649.1825,NA,NA,NA,708.75,3
"320","NEWTOWN SQUARE PA","PA","US","3564 W CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",0.081,12.1,1120500,1956360.741,"0.15",19811.75969,"457278.458",57.5,215,50,50,-120145.7547,233822.1357,NA,NA,NA,851.25,3
"321","06719-LA - WALNUT","CA","US","21630 VALLEY BLVD, CITY OF INDUSTRY, CA, 91789",0.122,7.9,820800,1956767.851,"0.15",17151.69013,"395047.0517",42.5,150,37.5,37.5,179762.4145,202001.0864,NA,NA,NA,626.25,3
"322","07763-PHX - PEORIA/LAKE PLEASA","AZ","US","10106 W HAPPY VALLEY PKWY, PEORIA, AZ, 85383",0.143,6.7,711450,1960888.06,"0.15",17548.27889,"404230.7237",35,132.5,32.5,32.5,291219.2181,206697.0125,NA,NA,NA,542.5,3
"323","09195-VEGAS - N LAS VEGAS (OPE","NV","US","6990 N 5TH ST, NORTH LAS VEGAS, NV, 89084",0.093,10.5,1031400,1966044.438,"0.15",18102.91588,"416891.9901",50,190,47.5,47.5,-26094.14929,213171.1515,NA,NA,NA,787.5,3
"324","09931-BLOOMINGTON","IN","US","120 N GATES DR, BLOOMINGTON, IN, 47404",0.105,9.2,928800,1966362.986,"0.15",17350.98453,"400179.6393",47.5,170,42.5,42.5,76668.73522,204625.5542,NA,NA,NA,708.75,3
"325","03745-MADISON - MIDDLETON","WI","US","1700 DEMING WAY STE 120, MIDDLETON, WI, 53562",0.12,8.1,820800,1966737.174,"0.15",16344.73851,"377420.0561",42.5,150,37.5,37.5,184860.0705,192987.7999,NA,NA,NA,626.25,3
"326","01298 - CHEVY CHASE METRO","MD","US","4350 JENIFER ST NW, WASHINGTON, DC, 20015",0.178,5.2,569700,1994667.354,"0.15",17404.14366,"402084.0017",27.5,95,27.5,27.5,450241.7282,205599.32,NA,NA,NA,438.75,3
"327","02723-CHLT - ROCK HILL","SC","US","546 JOHN ROSS PKWY, ROCK HILL, SC, 29730",0.148,6.4,699300,2009583.839,"0.15",17588.81615,"405871.017",35,125,32.5,32.5,328269.0377,207535.7506,NA,NA,NA,535,3
"328","08759-LEAGUE CITY","TX","US","3130 GULF FWY, LEAGUE CITY, TX, 77573",0.056,15.6,1431000,2012491.049,"0.15",20024.05553,"461645.5884",70,270,65,65,-401944.4062,236055.199,NA,NA,NA,1090,3
"329","01600-DET - WOODHAVEN","MI","US","23460 ALLEN RD, WOODHAVEN, MI, 48183",0.125,7.8,820800,2021450.216,"0.15",17486.75101,"403187.5814",42.5,150,37.5,37.5,212836.7225,206163.6181,NA,NA,NA,626.25,3
"330","09505-PHX - MESA","AZ","US","1505 S POWER RD, MESA, AZ, 85206",0.08,12.1,1193400,2049612.875,"0.15",21345.28754,"492212.9415",57.5,220,55,55,-145362.7452,251685.3335,NA,NA,NA,911.25,3
"331","02059-DEN - SUPERIOR","CO","US","410 MARSHALL RD, SUPERIOR, CO, 80027",0.138,7,766800,2051147.84,"0.15",17166.17789,"395966.2819",40,140,35,35,282022.1349,202471.1203,NA,NA,NA,585,4
"332","ROANOAK VA","VA","US","1920 VALLEY VIEW BLVD SW, ROANOAK, VA, 24012",0.065,14.3,1368900,2087823.281,"0.15",20829.16455,"480912.4439",67.5,255,62.5,62.5,-301324.4561,245907.002,NA,NA,NA,1043.75,4
"333","02052-CHAMPAIGN","IL","US","2109 N PROSPECT AVE, CHAMPAIGN, IL, 61822",0.14,6.8,774900,2092047.767,"0.15",17086.26681,"394354.342",40,145,35,35,294835.6684,201646.8803,NA,NA,NA,590,4
"334","04805-WICHITA - E KELLOGG","KS","US","11835 E KELLOGG DR, WICHITA, KS, 67207",0.125,7.7,861300,2099510.162,"0.15",18024.41637,"415966.3233",42.5,155,40,40,212251.4461,212697.8264,NA,NA,NA,658.75,4
"335","05021- COL- COLUMBIA (RELO FRO","SC","US","10204 TWO NOTCH RD STE 2, COLUMBIA, SC, 29229",0.093,10.4,1098900,2116066.056,"0.15",20198.08741,"465643.5266",55,205,50,50,-16882.95795,238099.4817,NA,NA,NA,837.5,4
"336","03713-COLORADO SPRINGS - POWER","CO","US","3040 N POWERS BLVD, COLORADO SPRINGS, CO, 80922",0.077,12.5,1252800,2116591.232,"0.15",19366.16328,"446622.2796",62.5,230,57.5,57.5,-170514.4175,228373.2667,NA,NA,NA,956.25,4
"337","02014-BUFF - BUFFALO/TRANSIT","NY","US","5055 TRANSIT RD, BUFFALO (CLARENCE), NY, 14221",0.188,4.9,585900,2139911.366,"0.15",17319.33232,"400888.7656",27.5,105,27.5,27.5,508309.9653,204988.1548,NA,NA,NA,448.75,4
"338","03848-LA - MOORPARK","CA","US","816 NEW LOS ANGELES AVE, MOORPARK, CA, 93021",0.157,6,711450,2140742.761,"0.15",17773.53622,"409471.5017",35,132.5,32.5,32.5,383185.0861,209376.8017,NA,NA,NA,542.5,4
"339","05087 SHREVEPORT-BOSSIER C","LA","US","2812 BEENE RD, BOSSIER, LA, 71111",0.08,12,1252800,2146469.013,"0.15",20179.32815,"465375.4803",62.5,230,57.5,57.5,-155236.885,237962.4205,NA,NA,NA,956.25,4
"340","09916-BILLINGS","MT","US","2800 KING AVE W STE C, BILLINGS, MT, 59102",0.072,13.4,1312200,2164453.157,"0.15",15809.9113,"360570.9153",170,430,57.5,0,-205440.9763,184372.2572,NA,NA,NA,972.5,4
"341","02061-PHX - GOODYEAR","AZ","US","1475 N LITCHFIELD RD, GOODYEAR, AZ, 85338",0.137,7,820800,2167090.972,"0.15",19641.50844,"452354.481",42.5,150,37.5,37.5,287307.8291,231304.3376,NA,NA,NA,626.25,4
"342","VA BCH NEWPORT NEWS","VA","US","12140 JEFFERSON AVE, NEWPORT NEWS, VA, 23602",0.096,10.1,1098900,2189114.532,"0.15",19387.28742,"447372.5694",55,205,50,50,20469.22921,228756.9156,NA,NA,NA,837.5,4
"343","09602-SIOUX FALLS","SD","US","3801 W 34TH ST STE 103, SIOUX FALLS, SD, 57106",0.088,11.3,1185300,2192266.528,"0.15",20024.26177,"462260.6654",57.5,215,55,55,-64319.04716,236369.709,NA,NA,NA,906.25,4
"344","02038-SEA - ISSAQUAH","WA","US","1802 12TH AVE NW STE A, ISSAQUAH, WA, 98027",0.08,12.1,1282500,2204845.56,"0.15",20379.77663,"471529.1058",65,245,57.5,57.5,-155086.9575,241108.9799,NA,NA,NA,975,4
"345","01550-PRATTVILLE","AL","US","1959 COBBS FORD RD, PRATTVILLE, AL, 36066",0.109,8.8,1023300,2210822.093,"0.15",22671.89242,"523030.0353",50,185,47.5,47.5,107169.0488,267443.1689,NA,NA,NA,782.5,4
"346","01328-AUS - WESTLAKE","TX","US","3201 BEE CAVES RD STE 112, AUSTIN, TX, 78746",0.148,6.4,774900,2217768.289,"0.15",18213.92069,"419876.9816",40,145,35,35,359120.8766,214697.48,NA,NA,NA,590,4
"347","04807-ATHENS","GA","US","3055 ATLANTA HWY, ATHENS, GA, 30606",0.152,6.3,766800,2256794.861,"0.15",18339.66926,"423009.8577",40,140,35,35,387176.4996,216299.4268,NA,NA,NA,585,4
"348","01159 - HSTN - ATASCOCITA TX","TX","US","19123 W LAKE HOUSTON PKWY, HUMBLE, TX, 77346",0.014,25.6,2308500,2264978.026,"0.15",25567.91451,"589046.7848",112.5,455,102.5,102.5,-1150339.168,301199.7938,NA,NA,NA,1751.25,4
"349","01068-EL PASO / WEST TX (OPEN","TX","US","811 SUNLAND PARK DR, EL PASO, TX, 79912",0.112,8.7,1031400,2280638.101,"0.15",19947.77213,"459995.2045",50,190,47.5,47.5,134768.3646,235211.3012,NA,NA,NA,787.5,4
"350","09771-DAYTON - MIAMISBURG","OH","US","8111 SPRINGBORO PIKE, MIAMISBURG, OH, 45342",0.054,16.1,1655100,2284745.175,"0.15",22781.20062,"526126.4989",80,315,75,75,-486831.548,269026.4968,NA,NA,NA,1260,4
"351","05048 - OKC-NORMAN (RELO FROM","OK","US","2040 24TH AVE NW, NORMAN, OK, 73069",0.023,23.2,2165400,2286742.464,"0.15",24897.43402,"573498.9845",110,430,95,95,-996110.2655,293249.671,NA,NA,NA,1640,4
"352","06749-TOPEKA","KS","US","2040 SW WANAMAKER RD STE 101, TOPEKA, KS, 66604",0.113,8.6,1031400,2287433.324,"0.15",21632.25066,"498839.244",50,190,47.5,47.5,138242.995,255073.5889,NA,NA,NA,787.5,4
"353","03731-REDDING","CA","US","1070 HILLTOP DR, REDDING, CA, 96003",0.154,6.1,774900,2291463.651,"0.15",19717.76942,"454802.3219",40,145,35,35,396803.839,232556.0025,NA,NA,NA,590,4
"354","08772-VIERA FL","FL","US","2221 TOWNE CENTER AVE STE 101, VIERA, FL, 32940",0.054,16,1655100,2296006.944,"0.15",27096.79766,"624912.1583",80,315,75,75,-481073.0195,319538.9875,NA,NA,NA,1260,4
"355","09861-S.ANT - ARBOR PARK","TX","US","17700 US 281 N STE 400, SAN ANTONIO, TX, 78232",0.113,8.6,1031400,2309069.495,"0.15",19912.30942,"459177.4353",50,190,47.5,47.5,149306.3099,234793.1478,NA,NA,NA,787.5,4
"356","05734-MARQUETTE","MI","US","3175 US HWY 41 W, MARQUETTE, MI, 49855",0.168,5.6,699300,2309089.725,"0.15",18604.18682,"430901.1167",35,125,32.5,32.5,481416.6541,220334.4977,NA,NA,NA,535,4
"357","08730-KINGSPORT","TN","US","2626 E STONE DR STE 110, KINGSPORT, TN, 37660",0.078,12.4,1382400,2318490.691,"0.15",22800.55456,"526459.1249",70,260,62.5,62.5,-196876.3098,269196.5799,NA,NA,NA,1052.5,4
"358","01238 BRISTOL","VA","US","450 PINNACLE PKWY, BRISTOL, TN, 37620",0.156,6.1,761400,2334109.874,"0.15",19237.00027,"444326.0793",37.5,140,35,35,432110.3132,227199.1409,NA,NA,NA,581.25,4
"359","05733-SPANISH FORT","AL","US","10200 EASTERN SHORE BLVD STE 1, SPANISH FORT, AL, 36527",0.117,8.3,1023300,2344328.909,"0.15",18455.90008,"425769.0488",50,185,47.5,47.5,175435.6559,217710.2957,NA,NA,NA,782.5,4
"360","05713-GREELEY","CO","US","4743 W 29TH ST UNIT A, GREELEY, CO, 80634",0.112,8.7,1058400,2345081.825,"0.15",20044.69277,"461941.9885",55,200,47.5,47.5,140720.6476,236206.7585,NA,NA,NA,805,4
"361","02046-SAC - FOLSOM","CA","US","2715 E BIDWELL ST, FOLSOM, CA, 95630",0.16,5.9,761400,2348102.118,"0.15",19070.44411,"439867.1278",37.5,140,35,35,439265.0268,224919.1263,NA,NA,NA,581.25,4
"362","03023-LA - FULLERTON","CA","US","201 ORANGEFAIR MALL, FULLERTON, CA, 90632",0.164,5.7,747900,2356326.646,"0.15",19473.41598,"448964.1239",35,135,35,35,456970.5097,229570.7319,NA,NA,NA,572.5,4
"363","03853-ATL - HIRAM","GA","US","4794 JIMMY LEE SMITH PKWY, HIRAM, GA, 30141",0.141,6.8,861300,2369071.872,"0.15",19599.16677,"452191.0567",42.5,155,40,40,350087.5801,231220.7732,NA,NA,NA,658.75,4
"364","01680-SAC - ROSEVILLE","CA","US","1192 GALLERIA BLVD, ROSEVILLE, CA, 95678",0.142,6.7,869400,2383275.635,"0.15",21005.42273,"484396.7316",42.5,160,40,40,349250.4509,247688.6377,NA,NA,NA,663.75,4
"365","03725-UKIAH","CA","US","1215 AIRPORT PARK BLVD, UKIAH, CA, 95482",0.133,7.2,928800,2385797.863,"0.15",21357.48459,"492584.756",47.5,170,42.5,42.5,291140.1521,251875.4549,NA,NA,NA,708.75,4
"366","02077-IDAHO FALLS","ID","US","2345 E 17TH STREET STE B, IDAHO FALLS, ID, 83404",0.002,29.5,2708100,2387885.937,"0.15",28160.07139,"649281.8114",132.5,535,120,120,-1487092.144,332000.0257,NA,NA,NA,2053.75,4
"367","02071-DET - COMMERCE TOWNSHIP","MI","US","475 HAGGERTY RD, COMMERCE TOWNSHIP, MI, 48390",0.13,7.5,936900,2389189.673,"0.15",19981.99981,"460651.0793",47.5,175,42.5,42.5,284774.5007,235546.6724,NA,NA,NA,713.75,4
"368","01317-IRVINE CA","CA","US","6218 IRVINE BLVD, IRVINE, CA, 92620",0.201,4.5,616950,2401181.695,"0.15",18921.57094,"435706.5861",32.5,117.5,27.5,27.5,610856.4322,222791.6988,NA,NA,NA,468.75,4
